id,created_at,venue_name,venue_id,lat,lng,address,city,state,country,shout,visibility,type,tz_offset
68ab800c3b2bb35f00ed5f18,2025-08-24T21:11:40Z,Menchie's Frozen Yogurt,4a66295bf964a52024c81fe3,33.99494604540397,-118.3944989927817,5622 Sawtelle Blvd,Culver City,CA,United States,,closeFriends,checkin,-420
68a903e8fcbfb3045a65e84c,2025-08-22T23:57:28Z,Culver City Football Club,675258b9600cb851f7202b24,33.987016,-118.396577,5659 Selmaraine Dr,Culver City,CA,United States,,closeFriends,checkin,-420
6898f80163d4a51bc87e0cf0,2025-08-10T19:50:25Z,Boomdog Korean Corn Dog,67c3a3a29549c05c326a2c78,33.9854,-118.39348,6000 Supulveda #3224,Culver City,CA,United States,,closeFriends,checkin,-420
6896425afb276b79892a2955,2025-08-08T18:30:50Z,Toyota Sports Performance Center,4a16d939f964a52011791fe3,33.921944231838765,-118.388316181723,555 N Nash St,El Segundo,CA,United States,,closeFriends,checkin,-420
6892997b211c45405522c71d,2025-08-05T23:53:31Z,Toyota Sports Performance Center,4a16d939f964a52011791fe3,33.921944231838765,-118.388316181723,555 N Nash St,El Segundo,CA,United States,,closeFriends,checkin,-420
68867097ccb87d6d18472aa4,2025-07-27T18:31:51Z,Paradise Bowls,6840e69ffc55b5522d7f3f2b,33.97922,-118.438354,4712 Admiralty,Marina del Rey,CA,United States,,closeFriends,checkin,-420
688514c7d2749843e0a53d17,2025-07-26T17:47:51Z,The San Fernando Valley,4c1330f87f7f2d7f11c3de68,34.17999758688084,-118.4710693359375,San Fernando Valley,Los Angeles,CA,United States,,closeFriends,checkin,-420
687d1c7ff602cf1e29c687c3,2025-07-20T16:42:39Z,The San Fernando Valley,4c1330f87f7f2d7f11c3de68,34.17999758688084,-118.4710693359375,San Fernando Valley,Los Angeles,CA,United States,,closeFriends,checkin,-420
6875269996f49a187d5eb9ce,2025-07-14T15:47:37Z,Loyola Marymount University (LMU),4b691efdf964a520b4992be3,33.96882527242481,-118.4174540774274,1 Loyola Marymount University Dr,Los Angeles,CA,United States,,closeFriends,checkin,-420
686e83e770e78c0e69096411,2025-07-09T14:59:51Z,Los Angeles Superior Santa Monica Courthouse,4b153e26f964a520c1a923e3,34.010623279094325,-118.49075152799861,1725 Main St,Santa Monica,CA,United States,Jury duty,closeFriends,checkin,-420
